variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution,temporal_agg_type,spatial_agg_type,min,max,file_size,file_name
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,mean,max,255.33,264.6,0.03,2m_temperature_t2_s1_1733812079234_mean_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,mean,mean,255.4,263.89,0.02,2m_temperature_t2_s2_1733812079234_mean_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,mean,min,254.64,263.3,0.02,2m_temperature_t2_s2_1733812079234_mean_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,mean,max,255.86,264.6,0.02,2m_temperature_t2_s2_1733812079234_mean_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,min,mean,228.42,244.66,0.03,2m_temperature_t2_s1_1733812079234_min_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,min,min,226.98,244.53,0.03,2m_temperature_t2_s1_1733812079234_min_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,min,max,228.58,244.78,0.03,2m_temperature_t2_s1_1733812079234_min_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,min,mean,229.05,243.97,0.02,2m_temperature_t2_s2_1733812079234_min_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,min,min,226.98,243.28,0.02,2m_temperature_t2_s2_1733812079234_min_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,min,max,230.43,244.78,0.02,2m_temperature_t2_s2_1733812079234_min_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,max,mean,274.7,282.42,0.03,2m_temperature_t2_s1_1733812079234_max_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,max,min,274.58,281.33,0.03,2m_temperature_t2_s1_1733812079234_max_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,0.5,max,max,274.74,284.05,0.03,2m_temperature_t2_s1_1733812079234_max_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,max,mean,274.8,281.88,0.02,2m_temperature_t2_s2_1733812079234_max_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,max,min,274.58,279.82,0.02,2m_temperature_t2_s2_1733812079234_max_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,Y,1.0,max,max,274.94,284.05,0.02,2m_temperature_t2_s2_1733812079234_max_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,mean,mean,239.74,276.44,0.04,2m_temperature_t1_s1_1733815605840_mean_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,mean,min,238.35,275.38,0.04,2m_temperature_t1_s1_1733815605840_mean_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,mean,max,240.48,277.96,0.04,2m_temperature_t1_s1_1733815605840_mean_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,mean,mean,240.46,276.22,0.03,2m_temperature_t1_s2_1733815605840_mean_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,mean,min,238.35,275.0,0.03,2m_temperature_t1_s2_1733815605840_mean_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,mean,max,241.43,277.96,0.03,2m_temperature_t1_s2_1733815605840_mean_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,min,mean,228.6,273.37,0.04,2m_temperature_t1_s1_1733815605840_min_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,min,min,226.68,273.26,0.04,2m_temperature_t1_s1_1733815605840_min_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,min,max,229.5,273.77,0.04,2m_temperature_t1_s1_1733815605840_min_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,min,mean,229.92,272.94,0.03,2m_temperature_t1_s2_1733815605840_min_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,min,min,226.68,272.83,0.03,2m_temperature_t1_s2_1733815605840_min_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,min,max,232.32,273.77,0.03,2m_temperature_t1_s2_1733815605840_min_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,max,mean,248.05,283.29,0.04,2m_temperature_t1_s1_1733815605840_max_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,max,min,247.13,281.79,0.04,2m_temperature_t1_s1_1733815605840_max_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,0.5,max,max,248.33,284.75,0.04,2m_temperature_t1_s1_1733815605840_max_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,max,mean,248.59,282.25,0.03,2m_temperature_t1_s2_1733815605840_max_mean.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,max,min,247.13,280.71,0.03,2m_temperature_t1_s2_1733815605840_max_min.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,M,1.0,max,max,249.69,284.75,0.03,2m_temperature_t1_s2_1733815605840_max_max.nc
2m_temperature,85,80,0,-20,2008-01-01T00:00,2009-12-31T23:00,Y,0.5,mean,mean,255.73,263.85,0.03,2m_temperature_t2_s1_1733815605840_mean_mean.nc
